height,weight,age,gender,activity_level,fitness_level,goal,muscle_mass,body_fat_percentage,body_fat_mass,water,protein_intake,minerals,bmi,calories,protein,carbs,fat
1.557,58.3,17,Female,2,1,gain_muscle,25.98,22.16,12.92,31.75,8.89,2.65,24.07,2001,113.2,227.5,70.9
1.606,59.5,35,Female,1,2,lose_fat,27.68,32.54,19.37,29.31,7.97,3.19,23.08,1100,86.3,97.6,40.5
1.816,81.5,47,Male,1,1,lose_fat,34.87,23.81,19.4,44.55,12.95,3.82,24.71,1519,129.4,135.8,50.9
1.594,61.8,41,Female,2,1,maintain,26.08,26.66,16.47,32.98,9.12,2.93,24.31,1760,102.8,219.8,52.2
1.58,73.4,43,Female,5,2,maintain,34.86,33.94,24.9,34.51,8.47,3.63,29.4,2596,119.1,314.6,95.7
1.691,72.1,46,Female,3,2,gain_muscle,32.34,30.39,21.92,36.24,9.13,3.56,25.22,2361,137.7,274.4,79.2
1.787,80.5,59,Male,4,2,lose_fat,36.46,25.66,20.65,43.01,12.78,3.76,25.19,2238,125.5,258.5,78.0
1.725,68.7,49,Male,3,1,lose_fat,36.95,24.46,16.8,37.23,10.41,2.88,23.08,1864,115.4,212.4,61.4
1.764,77.2,32,Female,4,2,maintain,33.02,23.64,18.24,41.17,11.59,3.55,24.79,2682,147.6,322.0,89.3
1.745,65.7,40,Male,2,1,maintain,27.83,13.9,9.13,39.9,12.75,2.76,21.58,2142,108.5,254.4,76.7
1.66,78.8,17,Male,1,2,lose_fat,39.1,21.28,16.77,45.69,12.8,3.01,28.61,1622,143.6,151.2,49.2
1.694,77.2,27,Male,3,2,gain_muscle,35.53,14.87,11.48,48.07,13.73,2.79,26.91,2871,137.8,347.8,103.2
1.603,52.6,44,Female,5,2,lose_fat,22.83,26.46,13.91,26.83,7.47,2.33,20.45,1743,85.7,226.3,55.0
1.631,53.6,44,Female,2,1,maintain,22.59,27.97,14.98,28.18,7.35,2.42,20.12,1611,76.0,208.2,52.7
1.735,68.5,40,Male,3,3,lose_fat,35.16,24.98,17.1,36.75,8.81,2.87,22.74,1864,122.9,184.0,70.7
1.66,48.9,18,Female,2,1,maintain,20.95,26.63,13.03,25.35,7.0,2.09,17.76,1706,71.0,240.5,51.1
1.664,68.1,43,Male,2,1,lose_fat,29.48,26.48,18.02,38.03,9.6,2.43,24.58,1522,107.8,159.8,50.2
1.587,70.7,42,Female,2,2,lose_fat,31.7,30.18,21.34,34.03,10.63,4.36,28.07,1364,111.6,136.0,41.5
1.606,61.8,62,Female,3,1,maintain,26.9,34.78,21.49,30.04,9.05,2.48,23.95,1807,94.3,222.2,60.1
1.841,94.1,45,Male,2,1,lose_fat,47.3,18.74,17.63,57.81,15.25,4.57,27.76,2083,154.5,211.7,68.7
1.716,71.5,64,Male,3,1,lose_fat,30.65,17.14,12.26,44.49,10.35,3.67,24.3,1876,115.9,212.5,62.5
1.808,80.5,64,Male,3,3,maintain,38.91,23.41,18.85,43.9,13.36,3.22,24.63,2489,157.4,281.0,81.7
1.629,67.9,56,Female,2,2,maintain,25.57,31.15,21.16,33.85,8.95,3.41,25.61,1698,134.3,155.9,59.7
1.662,87.2,41,Female,2,1,maintain,35.77,19.52,17.03,50.64,13.04,4.27,31.57,2092,133.6,235.0,68.6
1.645,44.6,35,Female,4,3,maintain,19.54,26.38,11.78,23.69,6.13,2.0,16.5,1981,82.1,266.4,65.2
1.657,59.5,67,Female,3,1,lose_fat,22.67,31.2,18.56,28.72,7.72,2.61,21.68,1302,86.0,134.2,46.8
1.818,88.7,51,Male,2,1,gain_muscle,37.31,21.01,18.64,51.83,12.15,4.22,26.84,2590,148.0,312.3,83.2
1.617,69.7,33,Female,1,1,lose_fat,34.16,37.04,25.81,31.79,8.74,3.03,26.67,1100,85.0,110.8,35.2
1.764,74.8,44,Male,2,3,gain_muscle,32.9,14.52,10.87,46.61,12.92,3.64,24.06,2584,181.0,287.2,79.0
1.678,76.9,16,Male,1,2,lose_fat,35.3,17.59,13.52,44.65,13.49,3.09,27.31,1580,146.8,133.9,50.8
1.627,58.9,53,Female,1,1,lose_fat,23.85,27.14,15.98,31.17,8.94,2.77,22.25,1100,83.8,103.9,38.8
1.615,54.8,46,Female,1,1,maintain,21.62,29.9,16.4,27.31,6.98,3.05,21.02,1399,87.4,154.6,47.9
1.792,66.2,66,Male,2,2,gain_muscle,28.68,16.53,10.94,41.67,9.61,2.91,20.62,2248,138.7,250.3,76.9
1.553,69.9,31,Female,3,1,gain_muscle,34.53,30.03,20.98,35.65,9.5,3.24,28.96,2312,130.7,269.6,79.0
1.557,58.9,30,Female,5,3,lose_fat,24.82,29.13,17.15,31.16,7.21,2.8,24.28,1890,94.8,229.0,66.1
1.704,68.0,55,Female,4,1,maintain,25.96,25.94,17.64,37.13,9.8,3.61,23.42,2200,106.3,284.4,70.8
1.667,64.1,64,Female,2,1,lose_fat,28.96,29.1,18.67,32.97,9.06,2.73,23.08,1193,88.4,122.1,39.0
1.657,67.5,32,Male,2,1,maintain,34.63,12.69,8.57,40.53,11.39,3.08,24.57,2152,101.1,275.1,71.9
1.728,86.0,36,Male,2,2,gain_muscle,44.87,10.76,9.26,56.93,15.59,3.93,28.81,2694,168.1,300.4,91.1
1.762,85.6,24,Male,3,3,lose_fat,42.43,25.38,21.73,45.42,13.58,3.46,27.56,2267,144.5,257.3,73.3
1.678,82.9,63,Female,3,2,lose_fat,35.46,38.5,31.92,36.69,10.28,4.06,29.43,1572,106.5,158.9,56.7
1.695,73.4,54,Female,2,2,maintain,33.18,32.76,24.04,36.11,9.75,4.06,25.54,1898,124.7,197.9,67.5
1.669,51.2,26,Male,4,3,gain_muscle,27.25,8.56,4.38,34.25,9.85,2.34,18.38,2824,117.7,364.9,99.3
1.74,58.6,59,Male,3,2,lose_fat,26.89,23.11,13.54,32.41,9.27,2.75,19.35,1602,94.9,186.4,53.0
1.87,95.1,25,Male,2,1,lose_fat,50.68,24.41,23.22,49.68,14.48,4.32,27.2,2182,144.3,251.8,66.4
1.638,50.1,67,Female,4,2,gain_muscle,23.66,18.31,9.17,29.51,7.41,2.71,18.66,2012,92.2,263.9,65.3
1.712,67.6,62,Female,3,1,lose_fat,25.72,21.69,14.66,36.59,10.88,3.21,23.05,1622,100.7,180.8,55.1
1.821,85.6,30,Male,3,3,gain_muscle,39.3,15.81,13.53,52.0,15.09,4.49,25.8,3224,192.0,372.6,107.3
1.775,78.3,35,Male,2,2,gain_muscle,41.72,17.67,13.84,44.85,12.28,3.55,24.85,2639,156.6,297.7,91.3
1.594,58.5,63,Female,5,1,gain_muscle,25.66,34.78,20.35,26.15,7.41,2.0,23.03,2264,98.8,299.6,74.5
1.616,59.8,51,Male,4,2,lose_fat,28.22,31.38,18.76,29.1,8.05,2.72,22.89,1679,90.7,210.5,52.7
1.599,67.9,26,Female,2,1,lose_fat,29.42,36.78,24.96,29.69,8.68,3.04,26.56,1322,83.4,147.6,44.2
1.759,51.1,22,Male,3,1,gain_muscle,22.48,14.62,7.47,32.04,8.79,2.16,16.5,2494,90.5,359.5,77.1
1.751,71.4,24,Male,2,1,gain_muscle,36.04,21.73,15.52,40.8,9.62,4.15,23.3,2517,153.3,270.8,91.2
1.605,76.1,31,Female,3,1,gain_muscle,35.97,33.13,25.23,36.91,8.97,3.53,29.57,2365,130.1,265.8,86.8
1.616,56.2,49,Male,1,2,gain_muscle,27.13,17.9,10.07,32.8,9.2,2.3,21.53,1842,107.1,193.4,71.1
1.641,78.1,66,Male,2,2,gain_muscle,33.34,20.4,15.94,43.24,11.83,3.85,29.02,2265,153.8,270.7,63.0
1.773,76.2,23,Male,2,1,gain_muscle,38.82,21.14,16.11,42.71,12.03,3.03,24.24,2638,142.6,313.5,90.4
1.649,69.2,52,Male,2,2,maintain,32.87,8.0,5.54,47.2,13.72,3.02,25.47,2009,114.6,243.0,64.3
1.678,63.7,37,Male,3,3,lose_fat,27.76,24.98,15.92,35.36,9.86,2.95,22.61,1845,114.5,209.0,61.2
1.725,65.6,62,Male,2,1,maintain,26.42,17.26,11.32,38.33,11.27,3.39,22.02,1972,91.8,264.8,60.6
1.752,99.3,45,Male,3,3,lose_fat,44.97,21.24,21.1,56.53,15.32,4.19,32.35,2422,171.8,235.7,88.0
1.777,90.7,24,Male,3,3,lose_fat,41.82,25.25,22.91,48.3,14.65,3.96,28.72,2420,166.9,259.5,79.4
1.463,42.0,51,Female,2,1,maintain,18.0,19.44,8.16,25.25,7.07,2.0,19.62,1286,68.3,165.0,39.2
1.602,75.3,31,Female,3,1,lose_fat,33.8,28.4,21.4,41.49,10.5,3.74,29.36,1790,108.3,204.0,60.1
1.753,77.2,68,Male,2,1,maintain,38.99,8.0,6.18,50.71,13.01,3.9,25.13,2118,109.7,267.7,67.6
1.728,63.4,59,Male,1,1,lose_fat,32.64,30.11,19.09,34.52,9.06,3.01,21.22,1100,91.1,110.1,32.8
1.837,66.7,60,Male,1,2,lose_fat,31.84,21.57,14.39,38.55,9.67,3.22,19.77,1277,109.5,129.9,35.5
1.664,63.2,42,Female,4,3,lose_fat,28.61,31.05,19.64,31.09,8.34,2.65,22.84,1751,104.4,198.6,59.9
1.727,58.8,27,Female,2,1,lose_fat,27.12,28.46,16.73,31.16,7.6,2.46,19.71,1401,87.3,153.6,48.6
1.718,65.1,48,Male,1,1,lose_fat,31.66,22.43,14.6,36.26,9.41,2.59,22.03,1287,101.2,120.2,44.6
1.752,80.5,60,Male,5,3,gain_muscle,37.28,15.61,12.58,50.61,12.84,3.87,26.25,3454,191.6,412.9,115.1
1.748,72.3,28,Male,4,2,maintain,32.16,17.45,12.62,44.21,11.42,3.24,23.66,2846,124.9,368.6,96.9
1.732,72.6,31,Male,2,2,lose_fat,37.76,20.8,15.1,43.98,12.18,3.48,24.19,1786,121.0,205.8,53.2
1.58,69.6,20,Female,3,2,lose_fat,29.61,26.28,18.28,37.35,9.98,2.79,27.86,1779,114.5,201.5,57.2
1.801,76.9,52,Male,1,1,gain_muscle,39.01,17.01,13.09,48.43,12.25,3.87,23.7,2133,144.8,232.7,69.2
1.644,55.9,42,Male,3,1,lose_fat,24.61,22.92,12.82,31.17,8.77,2.54,20.69,1566,87.2,177.0,56.6
1.826,88.1,27,Male,1,1,lose_fat,47.14,29.0,25.56,46.15,12.91,4.28,26.43,1663,123.6,160.7,58.4
1.454,58.9,41,Female,2,2,maintain,22.74,29.28,17.23,29.34,7.84,2.85,27.84,1577,96.0,170.0,57.0
1.672,60.5,39,Male,5,3,lose_fat,30.94,27.21,16.47,30.77,8.6,2.86,21.64,2198,110.8,272.4,73.9
1.636,75.1,24,Female,1,1,gain_muscle,29.03,26.86,20.18,40.59,10.24,3.81,28.08,1981,128.9,217.0,66.4
1.719,57.2,49,Male,1,2,gain_muscle,24.56,17.68,10.11,32.58,9.58,2.97,19.36,1976,115.0,238.2,62.6
1.595,68.9,47,Female,5,2,maintain,31.23,23.67,16.31,38.6,10.26,3.47,27.07,2418,118.0,316.8,75.4
1.845,63.6,59,Male,2,2,maintain,29.02,29.74,18.93,32.9,8.21,3.11,18.71,2058,98.0,256.8,71.0
1.593,62.2,63,Female,1,1,gain_muscle,22.52,28.39,17.65,32.71,7.87,3.32,24.5,1560,110.6,178.1,45.0
1.631,48.7,17,Female,2,2,gain_muscle,20.51,27.25,13.26,25.33,7.38,2.19,18.29,2016,87.4,272.8,63.9
1.554,58.5,53,Female,1,2,lose_fat,22.31,32.66,19.1,28.98,6.65,2.62,24.23,1100,93.3,94.2,38.9
1.503,48.0,63,Female,4,3,gain_muscle,21.49,28.61,13.73,24.41,6.41,2.28,21.23,2013,106.5,256.4,62.4
1.47,56.0,62,Female,1,1,lose_fat,23.91,33.72,18.87,26.9,7.62,2.79,25.91,1100,75.1,116.0,37.3
1.517,58.9,40,Female,3,1,maintain,24.82,36.42,21.46,25.4,7.06,2.99,25.61,1757,89.7,223.8,55.9
1.643,69.6,17,Female,3,3,maintain,30.66,24.4,16.99,37.67,9.99,3.48,25.78,2293,133.5,283.6,69.4
1.776,57.6,26,Male,2,1,lose_fat,26.74,23.37,13.45,33.06,9.2,2.43,18.24,1627,88.0,210.8,48.0
1.662,74.5,26,Female,3,2,lose_fat,28.99,33.08,24.65,36.92,8.58,2.86,26.98,1774,105.3,203.4,59.9
1.783,85.0,61,Male,3,2,maintain,39.06,22.07,18.76,47.53,12.59,3.62,26.73,2591,143.4,329.8,77.6
1.533,42.0,58,Female,3,1,lose_fat,18.0,30.33,12.74,21.72,5.6,2.16,17.88,1100,62.5,129.7,36.8
1.729,59.3,47,Male,4,3,maintain,26.19,22.08,13.09,34.01,8.65,2.69,19.85,2492,121.7,318.2,81.4
1.78,82.6,16,Male,1,1,maintain,35.78,8.0,6.61,53.56,14.26,2.82,26.08,2313,128.2,283.8,73.9
1.634,51.1,45,Female,1,1,gain_muscle,23.85,29.32,14.97,25.69,7.2,2.15,19.12,1540,96.9,177.0,49.4
1.755,71.8,23,Male,3,2,gain_muscle,35.32,16.5,11.84,42.61,10.39,3.8,23.31,2883,138.9,364.3,96.7
1.77,69.5,32,Male,2,1,gain_muscle,34.6,17.88,12.42,41.26,10.23,3.04,22.19,2491,135.8,309.2,79.0
1.73,70.5,68,Male,2,2,lose_fat,35.49,19.5,13.74,40.45,12.53,3.68,23.55,1478,123.5,136.0,48.9
1.758,83.8,54,Male,2,2,lose_fat,40.51,29.62,24.83,42.81,11.0,4.06,27.14,1706,130.6,151.7,64.1
1.703,65.6,20,Male,2,2,maintain,27.83,13.13,8.61,41.65,11.48,2.9,22.61,2258,122.3,257.5,82.1
1.788,66.4,39,Male,1,1,gain_muscle,31.62,22.38,14.87,36.72,9.54,3.39,20.77,2072,108.6,263.2,65.0
1.815,80.4,47,Male,3,1,maintain,38.67,14.98,12.04,50.49,13.83,4.11,24.41,2640,123.2,329.1,92.3
1.721,81.9,62,Male,2,1,maintain,42.33,16.23,13.3,49.38,12.43,3.82,27.68,2227,127.8,265.4,72.7
1.752,74.0,34,Male,3,1,maintain,32.61,25.25,18.67,38.61,11.22,3.98,24.1,2570,114.2,305.3,99.1
1.637,75.5,21,Female,2,1,lose_fat,34.19,39.43,29.77,33.32,8.35,4.16,28.18,1530,91.9,182.4,48.1
1.816,73.5,64,Male,2,1,lose_fat,35.21,18.03,13.25,43.02,12.3,3.54,22.28,1653,109.9,181.9,54.0
1.595,85.9,67,Female,2,1,gain_muscle,35.62,32.25,27.71,42.05,12.18,4.18,33.77,2039,145.0,203.2,71.8
1.646,66.7,63,Female,4,3,maintain,28.59,31.2,20.81,32.89,8.81,3.54,24.62,2122,134.6,233.7,72.1
1.843,58.0,41,Male,3,1,gain_muscle,27.76,13.28,7.71,37.88,10.21,2.86,17.1,2503,98.6,337.2,84.4
1.856,74.2,37,Male,3,2,gain_muscle,38.76,21.26,15.78,42.58,10.83,3.65,21.54,2937,146.2,370.5,96.7
1.63,56.4,51,Female,2,1,gain_muscle,21.92,34.71,19.59,26.07,7.61,2.45,21.23,1748,102.5,197.7,60.8
1.706,57.0,50,Female,1,1,lose_fat,27.92,35.68,20.33,27.91,6.32,2.66,19.58,1100,67.9,138.2,30.6
1.63,77.2,20,Female,4,3,lose_fat,33.72,35.69,27.54,34.54,9.62,3.1,29.04,2099,118.5,223.6,81.2
1.599,59.3,30,Female,2,3,lose_fat,27.46,40.86,24.23,25.45,7.21,2.3,23.18,1124,79.3,122.3,35.3
1.737,63.9,43,Female,1,3,lose_fat,28.13,29.82,19.06,33.31,10.0,2.71,21.17,1139,106.4,90.4,39.1
1.725,63.2,37,Female,3,1,gain_muscle,29.82,32.08,20.28,31.56,8.11,2.66,21.24,2335,119.7,293.0,76.0
1.65,71.1,20,Male,4,2,maintain,36.36,18.5,13.16,40.26,11.51,3.44,26.11,2805,129.0,355.1,96.5
1.606,48.9,45,Female,4,2,gain_muscle,23.02,34.7,16.95,23.13,6.15,2.0,18.95,2094,90.1,265.5,74.6
1.798,91.1,18,Male,4,3,maintain,46.01,22.39,20.39,51.61,13.98,4.32,28.18,3320,180.1,414.3,104.7
1.643,47.7,40,Female,3,3,lose_fat,18.51,23.04,11.0,26.25,6.86,2.47,17.68,1431,84.4,157.2,51.6
1.662,70.5,47,Female,2,1,lose_fat,28.23,32.91,23.19,35.94,9.04,3.47,25.51,1344,101.2,141.9,41.3
1.771,88.3,46,Male,4,2,maintain,41.18,17.19,15.17,50.94,15.17,3.99,28.15,3070,158.6,390.6,97.0
1.656,77.6,61,Female,3,1,maintain,36.9,30.31,23.52,38.09,10.06,3.69,28.31,2020,114.0,230.4,71.4
1.818,70.4,59,Male,1,1,lose_fat,36.52,16.23,11.42,44.34,10.03,3.51,21.28,1431,114.4,127.9,51.3
1.715,84.9,49,Female,3,2,lose_fat,40.07,26.67,22.64,45.92,11.41,3.69,28.87,1953,131.1,207.1,66.7
1.826,89.8,50,Male,5,3,lose_fat,44.09,17.6,15.81,52.13,14.48,4.12,26.92,2954,178.4,330.4,102.1
1.582,65.7,35,Female,5,3,lose_fat,30.35,27.26,17.9,33.41,9.71,3.08,26.24,2099,118.3,256.6,66.6
1.773,103.9,54,Male,3,2,maintain,51.64,24.96,25.93,54.16,15.93,4.74,33.03,2950,176.6,363.6,87.7
1.539,68.3,58,Female,2,2,lose_fat,31.92,31.86,21.77,34.65,8.31,3.32,28.84,1108,106.4,78.1,41.1
1.681,64.7,24,Female,4,3,gain_muscle,26.85,24.43,15.82,36.57,9.06,2.95,22.92,2803,148.6,376.2,78.2
1.641,73.5,39,Female,1,2,lose_fat,28.51,40.1,29.47,31.42,8.14,3.33,27.3,1100,95.7,101.2,34.7
1.671,72.9,53,Female,1,2,maintain,28.01,32.69,23.82,33.98,9.67,3.88,26.1,1624,124.8,146.9,59.7
1.537,58.0,42,Female,2,1,lose_fat,28.77,37.11,21.54,26.99,6.81,2.47,24.55,1100,76.8,119.0,35.2
1.671,64.5,56,Female,1,1,lose_fat,29.15,37.13,23.95,29.35,8.03,3.28,23.1,1100,79.0,117.5,34.9
1.7,52.1,24,Male,2,1,gain_muscle,27.21,12.96,6.75,32.6,7.81,2.13,18.03,2189,87.1,295.4,73.2
1.553,52.8,16,Female,1,3,lose_fat,21.45,25.94,13.71,27.34,7.29,2.16,21.91,1100,97.0,96.6,36.2
1.815,92.1,28,Male,3,1,lose_fat,47.98,22.26,20.5,52.0,14.36,4.77,27.96,2453,151.4,274.9,83.1
1.622,43.4,58,Female,3,1,lose_fat,18.27,26.89,11.68,22.19,6.04,2.24,16.5,1147,67.9,142.1,34.1
1.735,67.7,27,Male,3,1,lose_fat,30.03,23.49,15.91,37.02,10.19,3.23,22.49,1990,103.9,242.0,67.4
1.508,70.4,58,Female,4,3,gain_muscle,27.94,31.83,22.4,34.56,9.36,2.93,30.94,2373,166.6,253.4,77.0
1.542,53.2,36,Female,2,1,gain_muscle,24.31,30.75,16.37,27.38,7.63,2.36,22.37,1821,97.7,225.3,58.8
1.716,67.6,41,Male,1,1,lose_fat,36.29,19.97,13.51,38.85,11.6,2.75,22.96,1398,109.4,140.2,44.4
1.694,66.5,20,Female,4,2,maintain,31.03,33.76,22.45,32.13,8.3,2.96,23.17,2529,120.0,318.8,86.0
1.699,58.5,22,Female,1,1,gain_muscle,24.52,31.48,18.41,29.87,6.32,2.83,20.26,1825,107.6,217.7,58.2
1.68,51.7,60,Female,1,2,maintain,21.04,29.58,15.29,25.98,7.08,2.35,18.3,1304,83.5,153.2,39.7
1.802,56.4,43,Male,2,1,lose_fat,26.31,12.99,7.32,35.13,10.08,2.81,17.35,1614,104.2,198.5,44.8
1.684,96.6,54,Female,4,3,lose_fat,42.65,30.37,29.34,48.47,14.03,4.37,34.06,2269,165.6,232.0,75.4
1.704,70.9,58,Female,2,2,gain_muscle,30.43,28.98,20.54,35.89,9.73,3.84,24.4,2080,138.2,237.8,64.0
1.816,65.0,60,Male,3,3,lose_fat,26.48,30.15,19.6,33.92,8.9,3.11,19.72,1703,102.0,191.5,58.8
1.765,83.6,49,Male,1,1,gain_muscle,36.87,19.18,16.03,50.15,13.71,4.23,26.84,2187,156.2,224.3,73.9
1.762,71.5,48,Male,1,2,gain_muscle,36.0,18.88,13.51,44.49,10.46,3.1,23.04,2110,155.3,210.2,72.0
1.689,56.8,38,Female,4,1,lose_fat,25.18,29.47,16.73,28.57,7.59,2.75,19.89,1676,78.8,205.9,59.7
1.791,72.5,56,Male,3,1,lose_fat,35.01,21.93,15.91,41.96,11.29,4.12,22.6,1985,104.4,237.7,68.5
1.624,58.4,62,Female,3,2,maintain,27.49,22.52,13.14,32.95,8.14,3.14,22.13,1730,108.3,201.6,54.5
1.577,60.2,49,Female,4,3,lose_fat,28.83,33.53,20.19,27.48,7.54,2.75,24.2,1478,94.0,171.3,46.3
1.779,57.6,54,Male,1,1,lose_fat,27.07,19.7,11.35,32.95,8.74,2.42,18.2,1281,90.4,119.8,48.9
1.541,48.3,42,Female,4,2,maintain,20.4,32.23,15.57,24.32,6.09,2.11,20.36,1860,78.3,262.7,55.1
1.59,60.8,38,Female,3,2,maintain,25.02,28.2,17.16,31.84,8.16,2.71,24.05,1930,112.9,222.4,65.4
1.67,71.1,48,Male,4,2,maintain,30.35,28.32,20.14,36.17,9.39,3.68,25.51,2618,127.7,318.9,92.4
1.901,71.0,66,Male,3,1,lose_fat,29.0,17.1,12.14,43.01,11.93,2.98,19.64,2024,121.0,222.3,72.3
1.666,68.9,16,Male,3,3,gain_muscle,37.01,20.85,14.36,38.7,11.52,3.18,24.8,2911,151.9,343.0,103.5
1.691,71.0,50,Male,3,3,maintain,34.72,13.97,9.92,43.11,12.51,3.03,24.82,2328,127.4,273.7,80.4
1.699,64.2,60,Male,5,2,gain_muscle,32.14,15.06,9.66,40.89,10.11,2.72,22.24,2948,123.7,363.8,110.9
1.496,46.9,24,Female,1,2,lose_fat,23.2,27.93,13.11,25.23,6.56,2.0,20.96,1100,71.4,133.8,31.0
1.748,76.0,51,Male,5,2,lose_fat,38.34,27.01,20.52,42.28,10.92,3.54,24.86,2493,116.3,315.0,85.3
1.754,65.9,46,Male,2,1,gain_muscle,28.66,16.24,10.7,40.77,11.97,3.59,21.42,2237,119.9,256.0,81.5
1.595,59.6,67,Female,3,2,lose_fat,24.16,27.21,16.21,31.67,8.86,2.86,23.41,1248,100.4,111.5,44.5
1.616,62.9,37,Female,1,2,gain_muscle,26.69,28.17,17.72,32.23,9.48,2.47,24.08,1831,123.3,201.7,59.0
1.708,70.1,31,Female,5,2,lose_fat,30.51,33.04,23.17,34.4,8.66,3.62,24.03,2217,101.7,282.9,75.4
1.67,74.9,52,Female,2,1,lose_fat,32.84,43.96,32.92,29.99,8.96,2.77,26.84,1213,83.5,128.6,40.5
1.9,89.2,69,Male,3,2,lose_fat,42.66,26.37,23.51,46.42,12.42,4.43,24.7,2138,141.8,234.5,70.3
1.704,73.6,60,Male,5,2,gain_muscle,35.27,8.0,5.88,49.77,13.81,3.08,25.34,3120,153.3,395.4,102.8
1.612,45.6,19,Female,1,1,lose_fat,18.0,30.68,13.98,22.94,5.91,2.0,17.54,1100,57.8,136.2,36.0
1.562,47.3,48,Female,1,1,lose_fat,20.96,40.51,19.16,20.93,5.4,2.39,19.38,1100,52.7,132.3,40.0
1.624,61.9,48,Female,2,1,gain_muscle,28.39,29.84,18.48,31.61,9.12,3.08,23.49,1888,92.4,238.8,62.6
1.78,95.3,27,Male,4,2,gain_muscle,40.28,16.74,15.95,58.73,13.7,4.85,30.09,3531,184.3,442.2,113.9
1.649,65.9,42,Female,1,1,lose_fat,30.22,28.38,18.69,35.21,8.65,3.15,24.23,1149,96.7,104.4,38.3
1.633,69.4,32,Female,2,1,lose_fat,30.92,27.9,19.36,37.59,9.43,3.1,26.04,1563,95.7,172.4,54.5
1.816,66.6,69,Male,2,1,gain_muscle,30.25,20.9,13.91,38.0,9.58,2.67,20.19,2176,124.8,263.5,69.2
1.541,48.3,67,Female,2,1,maintain,18.75,23.46,11.32,27.8,6.67,2.16,20.32,1297,71.6,159.3,41.5
1.553,63.8,17,Female,2,1,lose_fat,24.96,30.98,19.76,31.61,7.74,3.22,26.45,1371,81.1,156.1,46.9
1.697,80.0,46,Male,4,3,lose_fat,37.07,10.93,8.75,49.43,14.03,3.46,27.79,2441,157.6,264.1,83.8
1.759,77.1,41,Male,1,1,lose_fat,36.31,12.04,9.28,49.57,14.08,3.8,24.92,1668,137.6,157.2,54.3
1.574,59.5,59,Female,1,1,gain_muscle,24.23,31.95,19.01,28.19,8.04,3.08,24.01,1481,112.3,146.1,49.7
1.83,86.9,37,Male,5,2,lose_fat,39.95,15.39,13.36,53.43,14.73,4.22,25.95,3091,155.7,381.2,104.8
1.826,74.7,48,Male,1,1,lose_fat,39.54,27.74,20.74,37.73,10.79,3.89,22.42,1378,111.4,119.7,50.4
1.855,85.8,53,Male,3,3,maintain,37.21,13.73,11.78,51.95,12.16,4.7,24.93,2739,164.3,325.8,86.5
1.679,85.1,25,Male,3,2,maintain,35.84,12.61,10.73,54.59,13.66,4.13,30.18,2762,148.8,328.6,94.7
1.708,68.3,47,Female,4,2,gain_muscle,30.7,18.0,12.29,40.84,10.37,3.62,23.41,2566,129.2,306.9,91.3
1.669,67.5,21,Female,2,1,maintain,30.5,33.9,22.89,33.08,9.22,3.42,24.24,2059,98.9,244.4,76.2
1.614,65.3,40,Male,1,2,gain_muscle,29.17,20.57,13.42,37.81,9.88,3.07,25.06,1979,121.2,223.5,66.7
1.525,57.6,49,Female,3,1,lose_fat,23.93,45.0,25.91,23.44,6.26,2.7,24.76,1100,59.9,136.4,35.0
1.634,58.7,26,Female,2,1,lose_fat,23.22,24.29,14.27,32.55,8.13,2.43,21.99,1466,83.0,171.7,49.7
1.858,96.7,63,Male,4,3,gain_muscle,42.03,8.87,8.58,63.0,17.89,4.62,28.0,3473,227.4,370.6,120.1
1.594,50.0,58,Female,5,2,maintain,23.57,37.54,18.78,22.04,5.88,2.33,19.69,1976,92.2,235.8,73.8
1.803,78.1,39,Male,1,1,lose_fat,34.81,33.01,25.8,37.59,10.02,3.07,24.04,1422,106.9,153.2,42.4
1.676,69.9,33,Female,3,3,lose_fat,29.11,28.81,20.15,38.34,10.12,3.33,24.89,1762,123.3,198.2,52.9
1.601,48.0,36,Female,3,1,maintain,20.05,25.52,12.24,24.67,7.2,2.24,18.71,1757,71.5,241.8,56.0
1.628,63.3,57,Female,4,3,gain_muscle,28.72,24.39,15.44,34.97,9.11,2.57,23.89,2428,130.7,275.8,89.1
1.778,70.8,22,Male,1,1,maintain,37.73,17.7,12.53,43.79,10.61,2.86,22.39,2021,114.3,239.7,67.2
1.63,53.3,57,Female,1,1,maintain,24.85,18.0,9.59,31.87,8.14,2.48,20.07,1332,91.8,134.3,47.5
1.764,57.5,60,Male,3,3,maintain,25.94,20.84,11.97,32.7,9.91,2.49,18.46,2165,106.0,272.8,72.2
1.83,95.9,47,Male,3,3,gain_muscle,50.38,19.39,18.6,54.81,15.45,4.54,28.65,3265,207.5,367.1,107.4
1.813,97.7,32,Male,1,1,maintain,42.54,30.91,30.21,50.52,14.09,4.35,29.73,2338,151.7,243.6,84.1
1.658,58.5,34,Female,3,3,maintain,27.01,34.21,20.03,28.8,7.16,3.15,21.3,1996,109.5,242.6,65.3
1.776,74.1,36,Male,4,3,lose_fat,38.54,15.29,11.34,45.75,14.1,3.24,23.5,2476,150.2,267.4,89.5
1.581,50.0,32,Female,4,2,lose_fat,22.48,28.15,14.08,26.57,7.36,2.75,20.02,1581,83.8,203.2,48.1
1.612,43.6,67,Female,3,2,gain_muscle,18.88,24.89,10.86,24.33,6.94,2.02,16.8,1678,88.2,210.0,53.9
